Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
childhealthdata.org,,,,Quasigovernmental,,,"The Data Resource Center for Child and Adolescent Health is a project of the Child and Adolescent Health Measurement Initiative (CAHMI) supported by Cooperative Agreement 1-U59-MC06980-01 from the U.S. Department of Health and Human Services, Health Resources and Services Administration (HRSA), Maternal and Child Health Bureau (MCHB). With funding and direction from MCHB, these surveys were conducted by the Centers for Disease Control and Prevention‚Äôs National Center for Health Statistics. -- Note added 1/10/14 19:17",http://www.childhealthdata.org/,1/10/14 19:17
childrensinn.org,,,,Quasigovernmental,,,The Children's Inn at NIH -- Note added 8/20/14 13:59,http://www.childrensinn.org/site/c.kkI1KiMXIvF/b.2001915/k.3871/Welcome_to_The_Childrens_Inn_at_NIH.htm,8/20/14 13:59
chillicothecity.org,,,,Local,,Missouri,"City of Chillicothe, MO. -- Note added 9/30/15 14:41",http://chillicothecity.org/,6/6/13 18:08
chilton.govoffice.com,,,,Local,,Wisconsin,"City of Chilton, WI -- Note added 3/20/14 17:58",http://chilton.govoffice.com/,6/6/13 18:09
chiltoncounty.org,,,,County,,Alabama,"Chilton County, AL -- Note added 7/17/13 13:27",http://www.newchiltoncounty.org/,7/17/13 13:27
china.govoffice.com,,,,Local,,Maine,"Town of China, ME -- Note added 3/20/14 17:58",http://www.china.govoffice.com/,6/6/13 18:09
chinoaz.net,,,,Local,,Arizona,"Town of Chino Valley, AZ -- Note added 12/11/13 13:55",http://chinoaz.net/index.shtml,6/6/13 18:08
chinohills.org,,,,Local,,California,City of Chino Hills website -- Note added 3/10/15 17:40,http://chinohills.org/,6/6/13 18:08
chip-howard-wi.org,,,,Local,,Wisconsin,"Town of Howard, WI -- Note added 7/25/14 5:28",http://chip-howard-wi.org/,6/6/13 18:08
chipcoverspakids.com,,,,State,,Pennsylvania,Pennsylvania's Children's Health Insurance Program (CHIP) -- Note added 6/6/13 18:08,http://chipcoverspakids.com/,6/6/13 18:08
chippewa-twp.org,,,,Local,,Pennsylvania,"Chippewa Township, Beaver County, PA -- Note added 6/6/13 18:08",http://chippewa-twp.org/,6/6/13 18:08
chittenango.org,,,,Local,,New York,"Village of Chittenango, NY -- Note added 9/26/14 18:36",http://www.chittenango.org/page/page/7933436.htm,6/6/13 18:08
choctaw.org,,,,Native Sovereign Nation / Tribal,,Mississippi,Mississippi Band of Choctaw Indians -- Note added 11/10/15 17:13,http://www.choctaw.org/,6/6/13 18:08
choctawnation.com,,,,Native Sovereign Nation / Tribal,,Oklahoma,"Choctaw Nation of Oklahoma, Durant, OK -- Note added 11/10/15 17:12",http://www.choctawnation.com/,6/6/13 18:08
choosemaryland.org,,,,State,,Maryland,Maryland Department of Business and Economic Development -- Note added 1/10/14 19:17,http://choosemaryland.org/Pages/default.aspx,1/10/14 19:17
choudrant.org,,,,Local,,Louisiana,"Choudrant, La -- Note added 8/24/15 14:18",http://choudrant.org/,6/6/13 18:08
christianaboro.com,,,,Local,,Pennsylvania,"Borough of Christiana, PA -- Note added 7/14/14 14:21",http://christianaboro.com/,6/6/13 18:08
christiansburg.org,,,,Local,,Virginia,"Town of Christiansburg, VA -- Note added 5/30/14 14:05",http://christiansburg.org/,6/6/13 18:08
chs.org,,,,State,,Connecticut,Connecticut Historical SocietyMuseum and Library -- Note added 12/15/14 6:22,http://chs.org/,6/6/13 18:08
churchillborough.com,,,,Local,,Pennsylvania,"Borough of Churchill, PA -- Note added 9/8/14 13:49",http://www.churchillborough.com/,6/6/13 18:08
churchpoint-la.com,,,,Local,,Louisiana,"Town of Church Point, LA -- Note added 6/12/13 17:55",http://churchpoint-la.com/,6/12/13 17:55
churchville.net,,,,Local,,New York,"Village of Churchville,NY -- Note added 6/17/15 17:13",http://churchville.net/,6/6/13 18:08
churubusco.net,,,,County,,Indiana,"churubusco, In -- Note added 8/27/15 14:20",http://churubusco.net/,6/6/13 18:08
ci.adelanto.ca.us,,,,Local,,California,City of Adelanto website -- Note added 3/10/15 17:45,http://www.ci.adelanto.ca.us/,6/6/13 18:08
ci.afton.mn.us,,,,Local,,Minnesota,"City of Afton, MN  -- Note added 4/19/15 22:18",http://www.ci.afton.mn.us/,6/6/13 18:08
ci.agoura-hills.ca.us,,,,Local,,California,City of Agoura Hills website -- Note added 3/10/15 17:50,http://ci.agoura-hills.ca.us/,6/6/13 18:08
ci.alamogordo.nm.us,,,,Local,,New Mexico,"City of Alamogordo, NM -- Note added 7/15/14 15:28",http://ci.alamogordo.nm.us/,6/6/13 18:08
ci.albemarle.nc.us,,,,Local,,North Carolina,"albemarle, nc -- Note added 9/11/15 19:09",http://ci.albemarle.nc.us/,6/6/13 18:08
ci.alice.tx.us,,,,Local,,Texas,"City of Alice, TX -- Note added 3/10/15 6:56",http://ci.alice.tx.us/,6/6/13 18:08
ci.altoona.wi.us,,,,Local,,Wisconsin,"City of Altoona, WI -- Note added 7/25/14 5:29",http://www.ci.altoona.wi.us/,6/6/13 18:08
ci.amity.or.us,,,,Local,,Oregon,"City of Amity, OR -- Note added 6/20/14 9:32",http://ci.amity.or.us/,6/6/13 18:08
ci.ammon.id.us,,,,Local,,Idaho,"City of Ammon, ID   -- Note added 7/14/14 14:00",http://ci.ammon.id.us/,6/6/13 18:08
ci.anderson.ca.us,,,,Local,,California,City of Anderson website -- Note added 3/10/15 17:58,http://ci.anderson.ca.us/,6/6/13 18:08
ci.annapolis.md.us,,,,Local,,Maryland,City of Annapolis Maryland -- Note added 5/27/14 1:39,http://www.ci.annapolis.md.us/,6/6/13 18:08
ci.anoka.mn.us,,,,Local,,Minnesota,"City of Anoka, MN -- Note added 4/19/15 22:20",http://www.ci.anoka.mn.us/,6/6/13 18:08
ci.antioch.ca.us,,,,Local,,California,"City of Antioch, CA -- Note added 1/13/14 19:09",http://ci.antioch.ca.us/,6/6/13 18:08
ci.apple-valley.mn.us,,,,Local,,Minnesota,"City of Apple Valley, MN -- Note added 4/19/15 22:21",http://www.ci.apple-valley.mn.us/,6/6/13 18:09
ci.arcadia.ca.us,,,,Local,,California,"City of Arcadia, CA -- Note added 12/5/13 15:14",http://www.ci.arcadia.ca.us/home/index.asp,6/6/13 18:08
ci.asheboro.nc.us,,,,Local,,North Carolina,"asheboro, nc -- Note added 9/11/15 19:10",http://ci.asheboro.nc.us/,6/6/13 18:08
ci.ashland.wi.us,,,,Local,,Wisconsin,"City of Ashland, WI -- Note added 7/25/14 5:30",http://www.coawi.org/,6/6/13 18:08
ci.athens.oh.us,,,,Local,,Ohio,"City of Athens, OH -- Note added 3/11/14 14:41",http://ci.athens.oh.us/,6/6/13 18:09
ci.atherton.ca.us,,,,Local,,California,City of Atherton website -- Note added 3/10/15 18:51,http://www.ci.atherton.ca.us/,6/6/13 18:08
ci.auburn.ny.us,,,,Local,,New York,"City of Auburn, NY -- Note added 6/17/15 17:14",http://www.auburnny.gov/Public_Documents/index,6/6/13 18:08
ci.aurora.or.us,,,,Local,,Oregon,"City of Aurora, OR -- Note added 6/20/14 9:32",http://ci.aurora.or.us/,6/6/13 18:08
ci.avondale.az.us,,,,Local,,Arizona,"City of Avondale, AZ -- Note added 12/11/13 13:55",http://ci.avondale.az.us/,6/6/13 18:08
ci.azusa.ca.us,,,,Local,,California,City of Azusa website -- Note added 3/10/15 21:00,http://www.ci.azusa.ca.us,6/6/13 18:08
ci.bainbridge-isl.wa.us,,,,Local,,Washington,"Bainbridge Island, WA -- Note added 9/12/14 5:34",http://ci.bainbridge-isl.wa.us/,6/6/13 18:08
ci.bandon.or.us,,,,Local,,Oregon,"City of Bandon, OR -- Note added 6/13/14 6:19",http://www.ci.bandon.or.us/,6/6/13 18:08
ci.banning.ca.us,,,,Local,,California,City of Banning website -- Note added 3/10/15 21:14,http://ci.banning.ca.us,6/6/13 18:08
ci.barrington.ri.us,,,,Local,,Rhode Island,"Town of Barrington, RI -- Note added 6/7/13 18:32",http://ci.barrington.ri.us/,6/6/13 18:08
ci.bay-city.or.us,,,,Local,,Oregon,"City of Bay City, OR -- Note added 6/13/14 6:21",http://ci.bay-city.or.us/,6/6/13 18:08
ci.bayport.mn.us,,,,Local,,Minnesota,"City of Bayport, MN -- Note added 7/25/13 15:00",http://www.ci.bayport.mn.us/,6/6/13 18:09
ci.beaumont.ca.us,,,,Local,,California,City of Beaumont website -- Note added 3/10/15 21:20,http://ci.beaumont.ca.us/,6/6/13 18:08
ci.bedford.nh.us,,,,Local,,New Hampshire,"bedford, nh -- Note added 8/28/15 18:42",http://ci.bedford.nh.us/Pages/index,6/6/13 18:08
ci.belgrade.mt.us,,,,Local,,Montana,"City of Belgrade, MT -- Note added 11/22/13 12:42",http://ci.belgrade.mt.us/,6/6/13 18:08
ci.bellaire.tx.us,,,,Local,,Texas,"City of Bellaire, TX -- Note added 3/10/15 6:59",http://ci.bellaire.tx.us/,6/6/13 18:08
ci.bellevue.wa.us,,,,Local,,Washington,"City of Bellevue, WA -- Note added 9/12/14 5:36",http://ci.bellevue.wa.us/,6/6/13 18:08
ci.bend.or.us,,,,Local,,Oregon,"City of Bend, OR -- Note added 6/20/14 16:51",http://ci.bend.or.us/,6/6/13 18:08
ci.benicia.ca.us,,,,Local,,California,City of Benicia website -- Note added 3/10/15 21:28,http://www.ci.benicia.ca.us/,6/6/13 18:08
ci.benton-city.wa.us,,,,Local,,Washington,"Benton City, WA -- Note added 9/12/14 5:37",http://ci.benton-city.wa.us/,6/6/13 18:08
ci.berkeley.ca.us,,,,Local,,California,"City of Berkeley, CA -- Note added 7/26/13 18:05",http://ci.berkeley.ca.us,6/6/13 18:08
ci.billings.mt.us,,,,Local,,Montana,"City of Billings, MT -- Note added 11/22/13 12:42",http://ci.billings.mt.us/,6/6/13 18:08
ci.blackdiamond.wa.us,,,,Local,,Washington,"City of Black Diamond, WA -- Note added 9/12/14 5:38",http://ci.blackdiamond.wa.us/,6/6/13 18:08
ci.blaine.wa.us,,,,Local,,Washington,"City of Blaine, WA -- Note added 9/12/14 5:38",http://ci.blaine.wa.us/,6/6/13 18:09
ci.bloomer.wi.us,,,,Local,,Wisconsin,"City of Bloomer, WI -- Note added 7/25/14 5:31",http://www.ci.bloomer.wi.us/index.html,6/6/13 18:08
ci.boca-raton.fl.us,,,,Local,,Florida,City of Boca Raton -- Note added 6/16/15 14:16,http://ci.boca-raton.fl.us/pages/,6/6/13 18:08
ci.boerne.tx.us,,,,Local,,Texas,"City of Boerne, TX -- Note added 3/20/14 17:59",http://ci.boerne.tx.us/,6/6/13 18:08
ci.bonney-lake.wa.us,,,,Local,,Washington,"City of Bonney Lake, WA -- Note added 9/12/14 5:39",http://ci.bonney-lake.wa.us/,6/6/13 18:08
ci.bothell.wa.us,,,,Local,,Washington,"City of Bothell, WA -- Note added 3/20/14 18:08",http://ci.bothell.wa.us/,6/6/13 18:08
ci.brea.ca.us,,,,Local,,California,City of Brea website -- Note added 3/10/15 21:48,http://www.ci.brea.ca.us/,6/6/13 18:08
ci.bremerton.wa.us,,,,Local,,Washington,"City of Bremerton, WA -- Note added 4/7/14 17:47",http://www.ci.bremerton.wa.us/,6/6/13 18:08
ci.brentwood.ca.us,,,,Local,,California,City of Brentwood website -- Note added 3/10/15 21:56,http://ci.brentwood.ca.us/,6/6/13 18:08
ci.brier.wa.us,,,,Local,,Washington,"City of Brier, WA -- Note added 9/12/14 5:40",http://ci.brier.wa.us/,6/6/13 18:08
ci.brillion.wi.us,,,,Local,,Wisconsin,"City of Brillion, WI -- Note added 7/25/14 5:32",http://ci.brillion.wi.us/,6/6/13 18:08
ci.brisbane.ca.us,,,,Local,,California,City of Brisbane website -- Note added 3/10/15 22:02,http://ci.brisbane.ca.us/,6/6/13 18:08
ci.bristol.ct.us,,,,Local,,Connecticut,"City of Bristol, CT -- Note added 3/24/14 13:10",http://www.ci.bristol.ct.us/,6/6/13 18:08
ci.brookfield.wi.us,,,,Local,,Wisconsin,"City of Brookfield, WI -- Note added 4/2/14 12:23",http://www.ci.brookfield.wi.us/,6/6/13 18:08
ci.brooklyn-center.mn.us,,,,Local,,Minnesota,"City of Brooklyn Center, MN -- Note added 4/19/15 22:22",http://www.ci.brooklyn-center.mn.us/,6/6/13 18:09
ci.broomfield.co.us,,,,Local,,Colorado,"City and County of Broomfield, CO -- Note added 1/14/14 16:41",http://ci.broomfield.co.us/,6/6/13 18:08
ci.brownfield.tx.us,,,,Local,,Texas,"City of Brownfield, TX -- Note added 3/10/15 7:00",http://ci.brownfield.tx.us/,6/6/13 18:08
ci.brownsville.or.us,,,,Local,,Oregon,"City of Brownsville, OR -- Note added 6/13/14 6:25",http://ci.brownsville.or.us/,6/6/13 18:08
ci.brownwood.tx.us,,,,Local,,Texas,"City of Brownwood, TX -- Note added 3/10/15 7:00",http://ci.brownwood.tx.us/,6/6/13 18:08
ci.buda.tx.us,,,,Local,,Texas,"City of Buda, TX -- Note added 3/10/15 7:02",http://ci.buda.tx.us/,6/6/13 18:09
ci.buffalo.ny.us,,,,Local,,New York,"City of Buffalo, NY -- Note added 6/17/15 17:16",http://ci.buffalo.ny.us/,6/6/13 18:08
ci.bulverde.tx.us,,,,Local,,Texas,"City of Bulverde, TX -- Note added 1/15/14 12:13",http://www.ci.bulverde.tx.us/,6/6/13 18:08
ci.burlington.nc.us,,,,Local,,North Carolina,"burlington, nc -- Note added 9/11/15 19:10",http://ci.burlington.nc.us/,6/6/13 18:08
ci.burlington.wa.us,,,,Local,,Washington,"City of Burlington, WA -- Note added 4/7/14 17:59",http://ci.burlington.wa.us/,6/6/13 18:08
ci.camarillo.ca.us,,,,Local,,California,"City of Caramillo, CA -- Note added 1/13/14 19:10",http://ci.camarillo.ca.us/,6/6/13 18:08
ci.camas.wa.us,,,,Local,,Washington,"City of Camas, WA -- Note added 1/15/14 12:14",http://ci.camas.wa.us/,6/6/13 18:08
ci.cambridge.md.us,,,,Local,,Maryland,"City of Cambridge, MD -- Note added 5/27/14 1:40",http://www.ci.cambridge.md.us/,6/6/13 18:08
ci.cambridge.wi.us,,,,Local,,Wisconsin,"Village of Cambridge, WI -- Note added 7/25/14 5:33",http://www.ci.cambridge.wi.us/,6/6/13 18:08
ci.camden.nj.us,,,,Local,,New Jersey,"camden, NJ -- Note added 9/15/15 19:17",http://www.ci.camden.nj.us/,6/6/13 18:08
ci.campbell.ca.us,,,,Local,,California,City of Campbell -- Note added 3/10/15 22:13,http://ca-campbell.civicplus.com/,6/6/13 18:08
ci.cannon-beach.or.us,,,,Local,,Oregon,"City of Cannon Beach, OR -- Note added 6/13/14 6:28",http://ci.cannon-beach.or.us/,6/6/13 18:08
ci.carlton.or.us,,,,Local,,Oregon,"City of Carlton, OR -- Note added 6/20/14 9:33",http://www.ci.carlton.or.us/,6/6/13 18:08
ci.carmel.ca.us,,,,Local,,California,"City of Carmel, CA -- Note added 11/22/13 15:26",http://ci.carmel.ca.us/,6/6/13 18:08
ci.carpinteria.ca.us,,,,Local,,California,city of Carpenteria.   -- Note added 3/10/15 22:19,http://ci.carpinteria.ca.us/,6/6/13 18:08
ci.carrboro.nc.us,,,,Local,,North Carolina,"carrboro, nc -- Note added 9/11/15 19:13",http://ci.carrboro.nc.us/,6/6/13 18:08
ci.carson.ca.us,,,,Local,,California,"City of Carson, CA -- Note added 1/13/14 19:10",http://ci.carson.ca.us/,6/6/13 18:08
ci.carteret.nj.us,,,,Local,,New Jersey,"carteret, nj -- Note added 9/15/15 19:17",http://ci.carteret.nj.us/,6/6/13 18:08
ci.castle-rock.wa.us,,,,Local,,Washington,"City of Castle Rock, WA -- Note added 9/15/14 5:27",http://ci.castle-rock.wa.us/,6/6/13 18:08
ci.cedar-falls.ia.us,,,,Local,,Iowa,"Cedar Falls, Ia n  -- Note added 8/25/15 20:05",http://www.cedarfalls.com/,6/6/13 18:09
ci.cedarburg.wi.us,,,,Local,,Wisconsin,"City of Cedarburg, WI -- Note added 7/25/14 5:34",http://www.ci.cedarburg.wi.us/,6/6/13 18:08
ci.champaign.il.us,,,,Local,,Illinois,"City of Champaign, IL -- Note added 8/27/13 12:49",http://ci.champaign.il.us/,6/6/13 18:08
ci.chanhassen.mn.us,,,,Local,,Minnesota,"City of Chanhassen, MN -- Note added 4/19/15 22:24",http://www.ci.chanhassen.mn.us/,6/6/13 18:09
ci.chehalis.wa.us,,,,Local,,Washington,"City of Cehalis, WA -- Note added 9/15/14 5:28",http://ci.chehalis.wa.us/,6/6/13 18:08
ci.chisholm.mn.us,,,,Local,,Minnesota,"City of Chisholm, MN -- Note added 7/26/13 17:41",http://www.ci.chisholm.mn.us/,6/6/13 18:09
ci.chowchilla.ca.us,,,,Local,,California,City of Chowchilla website -- Note added 3/13/15 14:44,http://ci.chowchilla.ca.us/,6/6/13 18:08
ci.circle-pines.mn.us,,,,Local,,Minnesota,"City of Circle Pines, MN -- Note added 6/6/13 18:08",http://www.ci.circle-pines.mn.us/,6/6/13 18:08
ci.claremont.ca.us,,,,Local,,California,"City of Clarmont, CA -- Note added 1/15/14 12:15",http://www.ci.claremont.ca.us/,6/6/13 18:08
ci.clayton.ca.us,,,,Local,,California,"City of Clayton, CA -- Note added 3/13/15 14:57",http://ci.clayton.ca.us/,6/6/13 18:08
ci.cleburne.tx.us,,,,Local,,Texas,"City of Cleburne, TX -- Note added 3/10/15 7:16",http://www.cleburne.net/,6/6/13 18:08
ci.clovis.ca.us,,,,Local,,California,"City of Clovis, CA -- Note added 8/27/13 12:53",http://www.ci.clovis.ca.us/,6/6/13 18:08
ci.clute.tx.us,,,,Local,,Texas,"City of Clute, TX -- Note added 3/10/15 7:17",http://www.ci.clute.tx.us/pages/index.php,6/6/13 18:08
ci.cohoes.ny.us,,,,Local,,New York,"City of Cohoes, NY -- Note added 6/17/15 17:19",http://ci.cohoes.ny.us/,6/6/13 18:08
ci.college-place.wa.us,,,,Local,,Washington,"City of College Place, WA -- Note added 7/19/13 17:35",http://www.ci.college-place.wa.us/,6/6/13 18:08
ci.colospgs.co.us,,,,Local,,Colorado,"City of Colorado Springs, CO -- Note added 7/11/14 5:28",http://ci.colospgs.co.us/,6/6/13 18:08
ci.colton.ca.us,,,,Local,,California,"City of Colton, CA website -- Note added 3/13/15 15:14",http://ci.colton.ca.us/,6/6/13 18:08
ci.columbia-heights.mn.us,,,,Local,,Minnesota,"City of Columbia Heights, MN -- Note added 4/19/15 22:27",http://www.ci.columbia-heights.mn.us/,6/6/13 18:09
ci.columbus.mn.us,,,,Local,,Minnesota,City of Columbus MN -- Note added 4/19/15 22:28,http://www.ci.columbus.mn.us/,6/6/13 18:08
ci.commerce.ca.us,,,,Local,,California,"City of Commerce, CA -- Note added 3/13/15 15:20",http://ci.commerce.ca.us/,6/6/13 18:08
ci.concord.ca.us,,,,Local,,California,"City of Concord, CA website -- Note added 3/13/15 15:26",http://ci.concord.ca.us/,6/6/13 18:08
ci.copperas-cove.tx.us,,,,Local,,Texas,"City of Copperas-Cove, TX -- Note added 3/10/15 7:19",http://www.ci.copperas-cove.tx.us/,6/6/13 18:08
ci.cornelius.or.us,,,,Local,,Oregon,"City of Cornelius, OR -- Note added 6/20/14 9:33",http://www.ci.cornelius.or.us/,6/6/13 18:08
ci.corte-madera.ca.us,,,,Local,,California,"City of Corte Madera, CA website -- Note added 3/13/15 15:31",http://ci.corte-madera.ca.us/,6/6/13 18:08
ci.cotati.ca.us,,,,Local,,California,"City of Cotati, CA -- Note added 1/15/14 12:16",http://ci.cotati.ca.us/,6/6/13 18:08
ci.covina.ca.us,,,,Local,,California,"City of Covina, CA website -- Note added 3/13/15 15:50",http://ci.covina.ca.us/,6/6/13 18:08
ci.covington.wa.us,,,,Local,,Washington,"City of Covington, WA n  -- Note added 9/15/14 5:32",http://ci.covington.wa.us/,6/6/13 18:08
ci.craig.co.us,,,,Local,,Colorado,"City of Craig, CO -- Note added 7/11/14 5:29",http://ci.craig.co.us/,6/6/13 18:08
ci.crestwood.mo.us,,,,Local,,Missouri,"City of Crestwood, MO. -- Note added 9/30/15 14:44",http://www.cityofcrestwood.org/,6/6/13 18:08
ci.creswell.or.us,,,,Local,,Oregon,"City of Creswell, OR -- Note added 6/20/14 9:34",http://www.ci.creswell.or.us/,6/6/13 18:08
ci.crowley.tx.us,,,,Local,,Texas,"City of Crowley, TX -- Note added 3/10/15 7:20",http://ci.crowley.tx.us/,6/6/13 18:08
ci.cumberland.md.us,,,,Local,,Maryland,"City of Cumberland, MD -- Note added 8/26/13 18:24",#N/A,6/6/13 18:08
ci.cypress.ca.us,,,,Local,,California,"city of Cypress, CA website -- Note added 3/13/15 15:58",http://ci.cypress.ca.us/,6/6/13 18:08
ci.dallas.or.us,,,,Local,,Oregon,"City of Dallas, OR -- Note added 6/13/14 7:51",http://www.ci.dallas.or.us/,6/6/13 18:08
ci.dania-beach.fl.us,,,,Local,,Florida,The City of Dania Beach -- Note added 6/16/15 14:17,http://ci.dania-beach.fl.us/,6/6/13 18:08
